loan_amnt,term,int_rate,annual_inc,dti,fico_avg,emp_length,revol_util,delinq_2yrs,open_acc,pub_rec,PD,LGD,EAD,Expected_Loss,grade,vintage_year,actual_default
18000,60,11.22,90000,30.56,672,10,20.7,0,17,1,0.340669054,0.45,18000,2759.41934,B,2015,1
24200,60,16.99,55000,22.99,712,1,49.7,0,12,0,0.412754864,0.45,24200,4494.900467,D,2015,1
7000,36,10.64,52000,22.08,687,6,96.5,0,6,0,0.120597326,0.45,7000,379.8815779,B,2015,0
30000,36,12.88,95000,34.7,697,9,97.9,0,14,0,0.192207737,0.45,30000,2594.804455,C,2015,0
28000,36,6.24,240000,17.48,727,8,60.3,0,15,0,0.055745604,0.45,28000,702.394615,A,2015,0
12000,36,11.22,65000,6.91,712,10,22.6,1,6,0,0.099384815,0.45,12000,536.6780019,B,2015,0
20000,36,9.17,115500,19.57,682,10,54,0,10,0,0.112824689,0.45,20000,1015.422201,B,2015,0
14000,60,13.18,90000,21.81,677,10,55.1,1,20,1,0.341604144,0.45,14000,2152.106109,C,2015,0
3425,36,19.99,34000,15.3,662,4,19.8,0,12,2,0.400604042,0.45,3425,617.430979,E,2015,0
6000,36,11.22,34000,31.34,692,0,61.3,0,13,0,0.175655872,0.45,6000,474.2708554,B,2015,0
3000,36,10.64,28000,9.6,702,0,46,0,9,0,0.109969474,0.45,3000,148.4587893,B,2015,0
35000,36,17.57,110000,11.63,707,1,89.7,0,8,0,0.218744047,0.45,35000,3445.218744,D,2015,0
17000,60,18.49,43000,25.31,672,3,26.1,0,15,0,0.563653806,0.45,17000,4311.951618,E,2015,0
15500,60,11.99,35000,30.72,717,10,53.4,1,11,0,0.263226932,0.45,15500,1836.007848,C,2015,1
8400,36,12.59,60000,21.82,697,0,61.6,2,10,0,0.165958593,0.45,8400,627.3234811,C,2015,0
15000,36,5.32,70000,4.35,707,0,34.2,1,12,0,0.055689866,0.45,15000,375.9065978,A,2015,0
1200,36,13.67,45000,21.99,672,1,55.9,0,10,0,0.215547278,0.45,1200,116.3955299,C,2015,0
15000,36,12.59,75000,21.82,707,0,65.1,0,10,0,0.155204761,0.45,15000,1047.632136,C,2015,0
5000,36,7.26,94000,34.34,712,10,30.7,0,21,0,0.106291427,0.45,5000,239.1557109,A,2015,0
20000,36,7.49,89600,6.39,727,10,97.7,0,1,0,0.044659857,0.45,20000,401.9387149,A,2015,0
12000,36,15.41,50000,19.76,677,10,77.2,0,10,0,0.223425535,0.45,12000,1206.497888,D,2015,0
30000,60,14.48,300000,11.25,677,1,52,1,14,0,0.320075783,0.45,30000,4321.023069,C,2015,1
4000,36,12.59,70000,12.96,717,8,15.8,0,8,0,0.126232774,0.45,4000,227.2189937,C,2015,0
28000,36,6.49,92000,21.6,722,10,64.5,0,16,0,0.069716366,0.45,28000,878.426211,A,2015,0
23775,36,9.99,55000,15.8,722,7,41.1,0,8,0,0.09661621,0.45,23775,1033.672672,B,2015,0
10000,36,7.26,120000,28.26,707,0,46,0,13,0,0.095926145,0.45,10000,431.6676547,A,2015,1
20000,60,13.18,60000,9.32,677,5,48.7,0,8,0,0.28568375,0.45,20000,2571.153751,C,2015,0
14200,36,18.49,42000,34.26,662,10,45,0,25,2,0.451316035,0.45,14200,2883.909464,E,2015,1
20000,60,9.76,69000,28.26,682,3,63.6,1,12,0,0.259684824,0.45,20000,2337.163413,B,2015,0
3000,36,14.48,40000,28.77,707,3,39.1,0,9,0,0.210868247,0.45,3000,284.6721341,C,2015,1
2000,36,11.99,55000,11.37,682,10,92.3,0,6,0,0.118832633,0.45,2000,106.9493694,C,2015,0
12000,36,6.89,172000,34.98,707,6,96,0,24,0,0.095069131,0.45,12000,513.3733084,A,2015,0
5600,36,8.18,76000,7.86,667,6,54.2,0,8,0,0.092256239,0.45,5600,232.4857225,B,2015,0
10000,36,8.18,26000,19.99,707,5,97.8,0,4,0,0.076777763,0.45,10000,345.4999323,B,2015,0
14400,36,8.18,98000,14.99,672,10,49,0,13,1,0.104356452,0.45,14400,676.2298122,B,2015,0
10800,36,14.33,30000,34.28,702,3,55.8,0,11,0,0.233781508,0.45,10800,1136.178128,C,2015,0
3000,36,10.64,25000,23.33,727,10,101.4,0,3,0,0.086447693,0.45,3000,116.7043855,B,2015,0
18000,36,9.76,59000,27.99,677,3,70.2,0,5,1,0.141105619,0.45,18000,1142.955515,B,2015,0
7000,36,5.32,78000,14.42,737,0,34.3,0,20,0,0.055855338,0.45,7000,175.9443151,A,2015,0
10000,60,19.99,43000,29.72,692,3,42.2,0,9,0,0.557111904,0.45,10000,2507.003569,E,2015,1
20000,36,7.89,130000,12.2,697,4,39.2,4,14,2,0.088661945,0.45,20000,797.9575049,A,2015,0
8000,36,13.67,56250,21.4,662,9,72.6,0,28,1,0.249829884,0.45,8000,899.3875819,C,2015,0
24000,36,10.99,102000,11.24,692,10,39,0,12,0,0.123704595,0.45,24000,1336.009631,B,2015,1
11000,36,10.64,33000,22.33,687,10,34.8,0,8,0,0.140885163,0.45,11000,697.3815548,B,2015,0
5000,36,8.38,52300,2.09,782,6,0.7,0,12,0,0.045223586,0.45,5000,101.753069,B,2015,0
17775,36,11.99,100000,14.56,677,3,80,0,9,1,0.147613719,0.45,17775,1180.725233,C,2015,0
18000,60,15.41,45800,14.18,667,10,34.2,3,15,1,0.407266164,0.45,18000,3298.855927,D,2015,0
15000,36,15.41,80000,36.77,702,0,61.6,0,13,0,0.271296339,0.45,15000,1831.25029,D,2015,1
4000,36,7.89,60000,9.06,692,1,37.1,0,7,0,0.082152559,0.45,4000,147.8746068,A,2015,0
20000,36,9.99,85000,11.48,702,5,45.9,0,11,1,0.104532087,0.45,20000,940.7887808,B,2015,1
28000,36,7.26,152000,16.72,707,2,92.6,1,35,0,0.094663634,0.45,28000,1192.761794,A,2015,0
7000,36,11.48,41000,19.79,672,4,20.4,0,10,0,0.178271242,0.45,7000,561.5544115,B,2015,0
15000,60,13.67,66000,9.35,667,10,52.7,0,11,1,0.306290289,0.45,15000,2067.45945,C,2015,0
10600,36,10.64,38000,26.88,667,8,73.5,2,13,0,0.169255919,0.45,10600,807.3507339,B,2015,0
23800,60,18.99,50000,38.49,662,8,56.7,0,15,0,0.627111968,0.45,23800,6716.36918,E,2015,1
16000,60,21.99,50000,26.07,672,4,46.3,0,19,0,0.669390307,0.45,16000,4819.610208,F,2015,0
10500,60,14.48,100000,19.37,677,0,99.4,0,7,0,0.324175114,0.45,10500,1531.727415,C,2015,1
21000,36,13.18,73000,20.66,662,0,71.7,0,16,1,0.230248396,0.45,21000,2175.847343,C,2015,1
20000,60,10.64,102000,25.07,727,5,68.8,0,10,0,0.194217617,0.45,20000,1747.958555,B,2015,0
16000,36,7.89,45000,17.59,692,3,47.2,1,11,0,0.099489239,0.45,16000,716.3225174,A,2015,0
30000,60,9.76,84000,16.94,692,10,62,0,12,0,0.204317794,0.45,30000,2758.290215,B,2015,1
12000,60,7.91,62000,19.61,732,10,24.7,0,19,0,0.150607799,0.45,12000,813.2821141,A,2015,0
5000,36,11.22,24000,13.4,687,0,60.6,0,10,0,0.136109972,0.45,5000,306.2474375,B,2015,0
15000,36,11.99,60000,21.12,672,4,82.8,0,9,0,0.168478311,0.45,15000,1137.228603,C,2015,0
11400,36,9.76,65000,2.79,772,10,25.4,0,10,0,0.052511008,0.45,11400,269.3814718,B,2015,1
9775,36,14.48,90000,1.87,672,5,30,0,5,1,0.171994842,0.45,9775,756.5623097,C,2015,0
18475,60,18.99,42000,27.89,687,4,75,0,19,0,0.54272305,0.45,18475,4512.06376,E,2015,0
10000,36,12.05,38450,24.06,707,9,63,0,12,0,0.145553892,0.45,10000,654.992512,C,2015,0
8000,36,6.24,35000,14.4,727,0,22.8,0,23,0,0.074015441,0.45,8000,266.4555871,A,2015,0
3600,36,13.67,21000,29.03,677,3,83.2,0,7,0,0.212669013,0.45,3600,344.5238008,C,2015,0
8400,36,15.41,60000,27.97,702,8,15.9,0,31,0,0.293461863,0.45,8400,1109.285843,D,2015,1
12000,60,11.22,51000,10.1,727,5,58.3,0,11,0,0.174306254,0.45,12000,941.2537728,B,2015,0
8000,36,14.48,34000,31.46,687,1,66.8,0,7,0,0.236369787,0.45,8000,850.9312318,C,2015,0
24000,36,10.78,160000,12.66,672,10,65.1,0,20,2,0.13969807,0.45,24000,1508.739151,B,2015,0
10000,36,9.76,29000,12.33,692,3,57.7,1,8,0,0.106767891,0.45,10000,480.4555075,B,2015,0
16000,36,5.32,130000,21.74,737,10,35.9,0,11,0,0.051165791,0.45,16000,368.3936974,A,2015,0
13000,36,6.24,35000,26.86,707,4,46.8,0,12,0,0.08497855,0.45,13000,497.1245161,A,2015,0
6000,36,8.38,83000,4.95,667,2,39.4,0,9,1,0.097290141,0.45,6000,262.6833799,B,2015,1
14400,60,25.99,40000,15.54,667,5,55.7,0,18,0,0.738805809,0.45,14400,4787.461643,F,2015,1
28000,36,7.26,130000,17.25,787,5,56.4,0,7,0,0.041251596,0.45,28000,519.7701053,A,2015,1
19650,36,27.31,82000,27.56,682,7,1.9,0,13,0,0.659425839,0.45,19650,5830.972985,G,2015,1
35000,60,10.64,95000,25.28,687,10,74,1,14,0,0.258176665,0.45,35000,4066.282474,B,2015,1
11200,36,5.32,100000,18.84,747,2,24.8,0,18,0,0.054656525,0.45,11200,275.4688868,A,2015,0
9000,36,9.76,39000,20.92,692,10,2,0,7,0,0.127160864,0.45,9000,515.0014988,B,2015,0
25250,36,17.86,152000,28.34,722,10,50.1,0,20,0,0.276268242,0.45,25250,3139.097901,D,2015,0
13000,36,8.38,100000,22.52,682,2,43.1,1,18,0,0.127732263,0.45,13000,747.2337384,B,2015,0
28000,36,7.49,120000,22.09,697,6,51,1,19,0,0.102762447,0.45,28000,1294.806836,A,2015,0
25000,36,7.26,80000,19.44,697,10,46.9,0,9,0,0.084792646,0.45,25000,953.9172709,A,2015,1
10000,36,9.17,55000,9.89,692,0,74,1,19,0,0.105517304,0.45,10000,474.8278666,B,2015,0
10000,36,11.22,110000,19.35,677,3,88.6,0,11,0,0.141546413,0.45,10000,636.9588597,B,2015,0
5000,36,5.32,76000,28.79,742,1,42.8,0,11,0,0.058983132,0.45,5000,132.7120478,A,2015,0
10000,36,7.89,65000,6.15,687,2,55.3,0,6,0,0.077610531,0.45,10000,349.2473917,A,2015,0
12000,36,10.99,70000,34.77,702,4,90.4,0,21,0,0.166432329,0.45,12000,898.7345783,B,2015,0
9000,36,8.38,153000,1.56,752,0,34.5,0,5,0,0.04710833,0.45,9000,190.7887349,B,2015,0
10000,36,15.41,50000,13.08,662,10,70,0,6,0,0.216935327,0.45,10000,976.2089701,D,2015,1
30800,36,16.55,70000,24.05,692,10,55.5,1,16,0,0.278251281,0.45,30800,3856.562756,D,2015,0
11000,60,9.17,50000,33.01,707,10,37.1,0,22,0,0.244303935,0.45,11000,1209.30448,B,2015,0
15000,36,8.49,53038,15.89,667,5,85,0,5,0,0.103071945,0.45,15000,695.7356295,B,2015,0
9175,36,16.99,53244,25.76,692,7,12,0,15,5,0.306896872,0.45,9175,1267.100462,D,2015,0
8000,36,8.18,80000,14.63,672,5,58.3,0,5,0,0.096027237,0.45,8000,345.6980514,B,2015,0
25600,60,18.2,70000,33.46,712,8,40.6,0,13,0,0.487273853,0.45,25600,5613.39479,E,2015,1
16000,60,11.22,110000,15.45,772,8,19.7,0,19,0,0.158175366,0.45,16000,1138.862638,B,2015,0
20000,36,7.26,85000,22.31,707,2,42,0,15,0,0.093983347,0.45,20000,845.8501244,A,2015,1
15000,36,11.48,95000,17.47,732,5,78.7,0,9,0,0.098196274,0.45,15000,662.8248523,B,2015,1
20800,36,11.22,82000,20.41,722,5,69.2,0,19,0,0.125497694,0.45,20800,1174.658419,B,2015,0
15000,36,9.99,113300,27.44,742,4,17.6,0,22,0,0.119020171,0.45,15000,803.3861572,B,2015,0
11200,60,13.67,75000,31.47,712,2,53.6,0,17,0,0.341303165,0.45,11200,1720.167954,C,2015,1
13000,36,8.18,87800,3.99,682,4,78.6,0,7,1,0.075209922,0.45,13000,439.9780451,B,2015,0
15000,60,18.99,100000,12.01,687,3,54,0,10,0,0.447803273,0.45,15000,3022.67209,E,2015,1
8900,36,12.59,29000,30.55,677,9,48.8,0,15,0,0.217990904,0.45,8900,873.0535699,C,2015,0
15000,36,11.99,54000,18.82,772,10,67.9,0,27,0,0.099850407,0.45,15000,673.9902476,C,2015,0
12000,60,12.59,326000,2.19,702,10,33.4,0,5,1,0.169483144,0.45,12000,915.2089777,C,2015,0
9125,36,16.55,75000,25.36,672,0,85.5,2,15,0,0.299332038,0.45,9125,1229.132181,D,2015,1
3000,36,13.67,54000,10.96,667,3,53,0,6,1,0.181495395,0.45,3000,245.0187834,C,2015,0
19000,36,15.41,50000,29.55,712,5,41.6,0,7,0,0.22721728,0.45,19000,1942.707744,D,2015,1
1050,36,12.88,130000,25.43,697,9,84,0,16,0,0.158952513,0.45,1050,75.10506225,C,2015,0
7200,36,10.99,72000,10.88,672,0,41.6,0,9,1,0.141993615,0.45,7200,460.0593137,B,2015,0
10000,36,7.89,31000,16.57,697,3,50.8,0,5,0,0.086415231,0.45,10000,388.8685413,A,2015,0
5000,36,14.48,40000,17.28,662,2,46.6,0,7,0,0.232257521,0.45,5000,522.5794225,C,2015,0
6000,36,15.41,68580,23.6,682,10,45.8,0,19,0,0.257211752,0.45,6000,694.4717307,D,2015,0
14750,60,19.99,65000,25.74,667,4,58.6,0,10,0,0.578587924,0.45,14750,3840.377347,E,2015,1
9600,36,6.24,38000,8.91,702,0,84.4,0,3,0,0.055537578,0.45,9600,239.9223368,A,2015,0
25000,36,5.32,238000,10.37,832,8,14.7,0,20,0,0.023728085,0.45,25000,266.9409585,A,2015,0
16000,36,11.22,120000,27.04,682,10,73.1,4,18,0,0.165049922,0.45,16000,1188.359436,B,2015,0
30000,36,10.78,260000,14.7,707,10,72.3,0,19,0,0.105482343,0.45,30000,1424.011636,B,2015,0
4000,36,8.38,62000,27.91,717,10,19.3,1,20,0,0.109808002,0.45,4000,197.6544034,B,2015,1
28000,36,13.67,80000,17.01,702,6,72,0,10,0,0.164085267,0.45,28000,2067.474365,C,2015,0
14000,60,17.57,60000,17.91,682,10,50.2,0,11,0,0.432826783,0.45,14000,2726.808735,D,2015,0
10000,36,6.24,65000,6.44,752,10,14.6,0,6,0,0.040660363,0.45,10000,182.9716331,A,2015,0
1200,36,17.27,28000,16.8,677,10,69.5,1,8,0,0.253568872,0.45,1200,136.9271911,D,2015,0
12000,60,15.41,40000,15.75,667,10,64.8,0,19,0,0.40122916,0.45,12000,2166.637467,D,2015,0
9000,36,11.99,40000,15.15,662,0,31.7,0,10,1,0.190224341,0.45,9000,770.4085793,C,2015,0
25500,36,9.99,51000,24.38,707,10,48.3,0,12,0,0.123699326,0.45,25500,1419.44976,B,2015,0
2400,36,11.99,40000,12.37,677,4,30.6,2,10,4,0.158461378,0.45,2400,171.1382881,C,2015,0
15000,36,11.49,66000,18.63,672,10,39.4,1,27,0,0.194056123,0.45,15000,1309.87883,B,2015,0
19600,60,7.89,105000,8.75,702,6,55.6,0,6,0,0.130403747,0.45,19600,1150.161047,A,2015,0
7500,36,5.32,100000,21.94,702,0,60.8,0,15,0,0.070953015,0.45,7500,239.4664267,A,2015,0
9000,36,7.26,46000,9.57,732,9,37.9,0,9,0,0.05623657,0.45,9000,227.7581068,A,2015,0
3000,36,13.18,220000,8.18,697,10,38.9,0,12,1,0.126593624,0.45,3000,170.9013919,C,2015,0
2300,36,13.67,36000,24.03,712,5,76.4,0,10,0,0.161590174,0.45,2300,167.2458304,C,2015,0
12000,36,10.64,75000,20.56,672,9,31.8,2,19,0,0.169576972,0.45,12000,915.7156474,B,2015,0
20000,60,21.99,85000,22.92,662,10,40.2,1,26,1,0.682680506,0.45,20000,6144.124556,F,2015,0
10000,36,9.99,35000,8.16,687,3,31.5,1,13,0,0.119039421,0.45,10000,535.6773947,B,2015,0
15000,36,11.99,175000,5.6,672,2,90.2,0,5,0,0.118984516,0.45,15000,803.1454806,C,2015,0
24200,36,9.76,78000,25.23,692,5,87.4,1,11,0,0.125107111,0.45,24200,1362.416442,B,2015,0
24000,36,9.8,100000,25.55,662,2,56.1,0,19,0,0.18060072,0.45,24000,1950.487773,B,2015,0
11200,60,18.99,36000,19.53,712,4,11.2,0,7,0,0.45581926,0.45,11200,2297.329073,E,2015,1
2000,36,13.67,38000,7.36,672,5,63.5,0,6,0,0.16209944,0.45,2000,145.8894962,C,2015,1
20575,60,19.99,49000,37.69,672,10,82.6,0,17,0,0.619648362,0.45,20575,5737.169273,E,2015,1
21125,36,15.41,60000,23.32,677,10,98,0,10,0,0.22929458,0.45,21125,2179.731599,D,2015,0
20000,36,11.99,74000,28.97,702,3,40.5,1,6,1,0.167144487,0.45,20000,1504.300386,C,2015,1
15000,60,11.99,90000,3.39,677,9,54.7,0,7,0,0.217573326,0.45,15000,1468.619949,C,2015,0
12000,36,10.64,90000,15.12,707,4,25,4,6,0,0.11303112,0.45,12000,610.3680474,B,2015,0
12000,36,13.67,53000,37.42,662,10,76.5,1,12,0,0.264167291,0.45,12000,1426.503371,C,2015,1
10000,36,8.38,50000,10.73,672,10,24.2,1,15,0,0.110712417,0.45,10000,498.2058749,B,2015,0
4800,36,13.18,79000,15.77,692,7,11.3,1,26,0,0.20293633,0.45,4800,438.3424723,C,2015,0
18900,60,13.18,145000,7.85,667,5,84.5,1,9,0,0.26717565,0.45,18900,2272.328903,C,2015,1
8000,36,6.89,52000,25.99,757,10,34.2,0,7,0,0.056592857,0.45,8000,203.7342848,A,2015,0
6400,36,11.99,44000,20.13,672,10,66.1,1,13,0,0.169029009,0.45,6400,486.8035454,C,2015,1
5000,36,9.17,60000,22.42,757,10,36,0,9,0,0.070800679,0.45,5000,159.3015281,B,2015,0
22800,36,11.49,86000,19.89,682,5,95.4,0,8,0,0.14109649,0.45,22800,1447.649984,B,2015,1
4200,36,11.22,32000,18.3,672,4,47,0,4,1,0.149823883,0.45,4200,283.167138,B,2015,0
18400,36,8.38,65000,22.21,747,9,38,0,16,0,0.078293118,0.45,18400,648.2670198,B,2015,0
11400,36,19.48,69000,28.26,667,10,58.4,0,26,1,0.43546164,0.45,11400,2233.918211,E,2015,1
25000,60,18.2,87000,21.67,767,10,19.9,0,15,0,0.345978933,0.45,25000,3892.262999,E,2015,1
3600,36,16.55,70000,35.87,672,10,17.1,0,15,0,0.351993761,0.45,3600,570.2298926,D,2015,0
35000,60,17.57,84000,21.66,667,2,67.1,0,9,0,0.493722707,0.45,35000,7776.132629,D,2015,0
15000,36,9.76,60000,6.28,697,5,42.4,0,7,0,0.093828205,0.45,15000,633.3403869,B,2015,0
25000,60,19.99,92000,11.65,687,1,50.8,0,9,1,0.492443967,0.45,25000,5539.994626,E,2015,0
3200,36,9.17,13000,15.05,677,8,25.4,0,6,1,0.114686587,0.45,3200,165.1486857,B,2015,0
14400,36,12.59,40000,9.6,687,10,25.7,1,8,0,0.149309947,0.45,14400,967.5284536,C,2015,0
13025,36,16.99,50000,26.93,712,4,36.1,0,20,0,0.289600434,0.45,13025,1697.420546,D,2015,0
15475,60,18.2,55000,32.99,672,10,51.6,1,14,1,0.548316092,0.45,15475,3818.336182,E,2015,0
18000,36,10.78,91000,5.5,677,8,63.6,1,13,0,0.118220085,0.45,18000,957.5826925,B,2015,1
15500,60,13.18,75000,23.14,702,3,44.8,0,21,0,0.330120493,0.45,15500,2302.59044,C,2015,0
15000,60,11.22,70000,14.38,722,0,78.3,0,7,0,0.182209016,0.45,15000,1229.910856,B,2015,1
10000,36,11.22,35086,31.47,667,2,32.2,0,10,0,0.211115991,0.45,10000,950.0219584,B,2015,1
15000,36,9.99,99500,1.83,667,3,60,0,5,0,0.10312105,0.45,15000,696.0670885,B,2015,0
10000,36,11.22,50000,10.33,722,5,45.3,0,9,0,0.100217262,0.45,10000,450.9776786,B,2015,0
5200,36,6.24,50000,13.32,697,0,37.1,1,6,0,0.070283831,0.45,5200,164.4641648,A,2015,0
35000,36,10.64,86984,16.93,757,10,30.6,0,15,0,0.091142414,0.45,35000,1435.493013,B,2015,0
4500,36,14.33,15000,14.16,672,7,44,2,5,0,0.199561287,0.45,4500,404.111606,C,2015,1
5000,36,11.99,59000,33.83,697,10,98.3,0,6,0,0.14916343,0.45,5000,335.6177169,C,2015,0
3600,36,9.17,150000,33.55,677,10,98.2,0,23,0,0.139766142,0.45,3600,226.4211497,B,2015,0
18000,36,12.88,49583,38.45,677,10,87,0,6,0,0.212947789,0.45,18000,1724.877089,C,2015,0
10000,36,7.49,120000,4.18,737,10,5.1,0,12,0,0.05404053,0.45,10000,243.1823843,A,2015,0
8500,36,9.17,118000,10.26,662,8,39,0,13,1,0.117441006,0.45,8500,449.2118464,B,2015,0
15000,36,9.76,68000,10.68,687,10,30.7,0,11,0,0.110384675,0.45,15000,745.0965567,B,2015,0
28000,60,24.24,76000,23.26,702,10,44.2,1,23,0,0.677690778,0.45,28000,8538.903804,F,2015,0
15000,36,19.99,62000,13.51,662,0,37.2,1,13,0,0.400787817,0.45,15000,2705.317768,E,2015,0
3500,36,13.18,103000,11.87,702,5,97.3,0,7,0,0.121325618,0.45,3500,191.0878484,C,2015,0
35000,36,9.99,107000,22.99,727,2,11.6,0,3,0,0.110011322,0.45,35000,1732.678326,B,2015,0
4200,36,10.99,38688,6.05,677,0,55.3,0,3,0,0.117558136,0.45,4200,222.1848771,B,2015,0
28000,36,16.59,105000,16.3,682,2,59.4,0,15,0,0.270712613,0.45,28000,3410.97893,D,2015,0
24000,60,19.89,76000,16.94,692,8,23,0,11,1,0.512078838,0.45,24000,5530.451453,E,2015,0
23450,60,15.77,65440,30.92,742,10,89.7,0,8,0,0.298215163,0.45,23450,3146.915513,D,2015,0
15000,36,6.89,82000,10.36,737,2,42.7,0,9,0,0.054875442,0.45,15000,370.4092333,A,2015,0
25600,36,13.99,108000,33.27,677,10,94.2,0,9,2,0.222356104,0.45,25600,2561.542321,C,2015,0
21000,36,11.48,132000,16.94,727,10,91.3,0,7,0,0.091246187,0.45,21000,862.2764678,B,2015,0
15000,60,18.99,50000,36.53,662,0,90.4,0,14,2,0.605341777,0.45,15000,4086.056993,E,2015,1
22000,36,12.59,85000,16.97,672,10,63.7,0,6,0,0.164003608,0.45,22000,1623.635724,C,2015,0
3500,36,11.99,90000,4.36,732,3,51.6,0,9,0,0.088956354,0.45,3500,140.1062569,C,2015,0
5100,36,10.64,75000,6.96,672,0,36.6,0,10,0,0.130671732,0.45,5100,299.8916245,B,2015,0
8400,36,7.89,72000,21.71,687,1,75,1,11,0,0.100320141,0.45,8400,379.2101347,A,2015,0
6000,36,7.49,67000,29.05,717,10,87.1,0,12,0,0.078510471,0.45,6000,211.9782711,A,2015,0
18000,36,12.88,108000,23.92,662,4,74.5,0,43,0,0.283032354,0.45,18000,2292.562066,C,2015,0
8800,36,9.17,69300,25.47,722,4,34.6,0,10,0,0.102383648,0.45,8800,405.4392444,B,2015,0
23050,36,15.41,80000,25.48,697,10,66.6,0,14,0,0.230052198,0.45,23050,2386.216427,D,2015,0
28000,36,9.99,90000,26.38,677,8,71.3,0,5,2,0.136786068,0.45,28000,1723.50446,B,2015,0
24000,36,9.76,53000,36.16,707,5,97.7,0,7,0,0.12622586,0.45,24000,1363.239289,B,2015,0
16800,60,15.41,42000,26.54,662,4,57.6,0,14,0,0.462905887,0.45,16800,3499.568502,D,2015,0
12000,36,6.49,88000,19.91,727,2,40.1,0,23,0,0.076692049,0.45,12000,414.1370663,A,2015,0
10800,36,16.99,100000,7.64,662,3,37.1,0,7,0,0.260275,0.45,10800,1264.936501,D,2015,0
18000,36,9.99,110000,14.73,672,10,40,0,17,1,0.136923517,0.45,18000,1109.080488,B,2015,0
6000,36,10.78,66000,19.96,697,10,23.9,1,11,0,0.132052438,0.45,6000,356.5415814,B,2015,1
3500,36,17.57,105000,10.9,697,7,50.1,0,15,0,0.234216917,0.45,3500,368.8916446,D,2015,1
16725,60,23.13,68190,30.14,662,7,78.6,0,17,0,0.70149036,0.45,16725,5279.591824,F,2015,0
10000,36,9.76,175000,17.97,692,0,72.3,0,17,0,0.115376007,0.45,10000,519.1920318,B,2015,0
35000,60,18.2,90000,27.99,667,3,76.6,0,7,1,0.525235363,0.45,35000,8272.456968,E,2015,0
21000,60,14.48,60000,4.56,692,10,39.1,0,8,0,0.276029484,0.45,21000,2608.478627,C,2015,0
14400,60,8.38,43000,27.17,687,7,70.2,0,13,0,0.20919284,0.45,14400,1355.569601,B,2015,1
3375,36,9.17,80000,8.16,707,4,41.7,0,4,0,0.077693042,0.45,3375,117.9963079,B,2015,0
10400,36,6.24,45000,26.82,742,9,54.9,0,9,0,0.058875793,0.45,10400,275.53871,A,2015,0
20000,36,8.38,96000,13.7,677,10,87.4,0,8,0,0.089239483,0.45,20000,803.1553454,B,2015,0
10000,36,9.76,150000,19.05,672,3,88.8,1,12,0,0.121901485,0.45,10000,548.5566827,B,2015,1
23400,36,8.38,85000,24.26,677,0,93.3,1,5,0,0.111338073,0.45,23400,1172.389904,B,2015,0
35000,36,14.85,98000,18.38,672,10,89.5,0,10,0,0.216124186,0.45,35000,3403.955923,C,2015,0
5000,36,6.99,51782,21.62,682,3,38.7,0,7,0,0.09536934,0.45,5000,214.5810145,A,2015,0
23975,60,20.99,135000,20.79,662,10,35.7,0,8,1,0.588217398,0.45,23975,6346.13045,E,2015,1
30000,60,16.99,76000,16.15,667,4,78,0,5,4,0.423176069,0.45,30000,5712.876933,D,2015,0
7150,36,16.55,70000,4.94,662,6,50.5,0,8,0,0.233568315,0.45,7150,751.5060532,D,2015,0
11725,36,10.99,36200,24.01,772,8,5.4,0,12,0,0.095413175,0.45,11725,503.4237632,B,2015,0
10000,36,12.59,56500,18.2,662,8,49.9,0,10,0,0.190458423,0.45,10000,857.0629037,C,2015,0
10000,60,10.99,51000,11.76,747,10,32.2,0,7,0,0.148034741,0.45,10000,666.1563333,B,2015,0
8000,36,5.32,77000,18.24,787,7,16,0,17,0,0.039069998,0.45,8000,140.6519945,A,2015,0
4000,36,11.22,60000,12.5,662,10,13.9,2,5,4,0.149645566,0.45,4000,269.3620196,B,2015,0
8000,36,7.49,60000,13.52,702,3,72.9,0,9,0,0.073309602,0.45,8000,263.9145683,A,2015,0
18000,60,15.41,45000,23.39,667,4,91.6,0,6,0,0.394686382,0.45,18000,3196.959696,D,2015,1
11000,36,9.76,42000,16.91,697,3,58.5,0,6,1,0.106978767,0.45,11000,529.5448961,B,2015,0
10400,36,7.91,35620,21.46,702,8,75,0,5,0,0.081581659,0.45,10400,381.8021643,A,2015,0
24000,60,13.18,80000,12.13,697,0,25.7,1,8,0,0.28579828,0.45,24000,3086.62142,C,2015,1
18000,60,11.99,93500,6.7,672,3,77.5,1,10,0,0.242826631,0.45,18000,1966.895715,C,2015,1
15000,36,7.49,130600,14.19,722,3,43.8,0,18,0,0.074383929,0.45,15000,502.0915239,A,2015,0
15000,36,6.24,105000,12.23,757,0,17.8,0,22,0,0.055989376,0.45,15000,377.9282872,A,2015,0
5875,36,13.99,14000,18.87,687,7,79.5,0,4,0,0.171923934,0.45,5875,454.5239,C,2015,0
15000,36,6.89,96000,14.63,737,0,78.3,0,8,0,0.053738888,0.45,15000,362.7374966,A,2015,0
30000,60,15.77,85000,25.38,762,10,31.8,0,26,0,0.326907974,0.45,30000,4413.25765,D,2015,1
14400,60,18.99,85000,21.76,672,10,62.9,0,12,1,0.504935481,0.45,14400,3271.981919,E,2015,1
18000,36,7.26,65000,13.63,707,5,29,0,12,0,0.080171069,0.45,18000,649.385657,A,2015,0
25000,36,6.24,85000,20.52,707,3,58.5,0,14,0,0.077586417,0.45,25000,872.8471859,A,2015,0
